timestamp_ms,frame_wall_ms,cpu_update_ms,cpu_render_ms,swap_ms,gpu_ms,gc_pause_ms,chunks_loaded,chunks_visible,draw_calls,triangles,x,y,z
25630,23.309,0.988,7.301,0.263,0.000,0.000,1373,455,455,910,0.0,200.0,-1250.1
25734,104.622,69.589,6.486,0.394,0.000,0.000,1332,451,451,902,0.0,200.0,-1251.3
25757,22.375,0.701,6.880,0.257,0.000,0.000,1338,450,450,900,0.0,200.0,-1256.3
25807,49.955,1.765,11.828,0.454,0.000,0.000,1344,451,451,902,0.0,200.0,-1257.4
25831,23.903,1.462,7.713,0.235,0.000,0.000,1350,452,452,904,0.0,200.0,-1259.9
25878,47.701,0.804,11.357,0.484,0.000,0.000,1356,450,450,900,0.0,200.0,-1261.1
25902,23.730,1.047,7.754,0.302,0.000,0.000,1362,452,452,904,0.0,200.0,-1263.5
25950,47.591,0.709,12.006,0.453,0.000,0.000,1368,453,453,1492,0.0,200.0,-1264.7
26063,112.860,73.974,7.909,0.278,0.000,0.000,1332,453,453,1492,0.0,200.0,-1267.0
26092,28.953,0.805,7.291,0.354,0.000,0.000,1338,452,452,1490,0.0,200.0,-1272.0
26127,35.484,1.754,6.149,0.379,0.000,0.000,1344,449,449,1484,0.0,200.0,-1273.5
26150,22.633,0.671,7.010,0.294,0.000,0.000,1350,454,454,1494,0.0,200.0,-1275.3
26198,48.522,0.783,10.749,0.417,0.000,0.000,1356,450,450,1486,0.0,200.0,-1276.4
26221,23.202,1.056,7.344,0.323,0.000,0.000,1362,451,451,1488,0.0,200.0,-1278.8
26270,48.870,0.907,10.557,0.296,0.000,0.000,1368,453,453,2090,0.0,200.0,-1280.0
26299,29.001,0.713,7.769,0.374,0.000,0.000,1373,453,453,2090,0.0,200.0,-1282.4
26432,132.755,89.052,10.121,0.479,0.000,0.000,1332,451,451,2086,0.0,200.0,-1284.8
26455,22.684,0.733,6.798,0.355,0.000,0.000,1338,448,448,2080,0.0,200.0,-1289.8
26510,54.906,1.944,16.003,0.764,0.000,0.000,1344,451,451,2086,0.0,200.0,-1291.0
26546,35.895,2.292,12.529,0.435,0.000,0.000,1350,450,450,3226,0.0,200.0,-1293.7
26586,40.424,2.160,8.130,0.300,0.000,0.000,1356,450,450,3226,0.0,200.0,-1295.6
26609,22.632,0.707,7.062,0.315,0.000,0.000,1362,452,452,3992,0.0,200.0,-1297.5
26713,104.347,65.290,8.171,0.371,0.000,0.000,1327,450,450,3988,0.0,200.0,-1298.7
26736,22.478,0.711,6.925,0.290,0.000,0.000,1333,448,448,3984,0.0,200.0,-1303.7
26783,47.422,0.754,8.490,0.465,0.000,0.000,1339,450,450,3988,0.0,200.0,-1304.8
26806,23.218,1.047,7.336,0.367,0.000,0.000,1345,449,449,3986,0.0,200.0,-1307.2
26843,36.918,0.815,11.244,0.359,0.000,0.000,1351,447,447,3982,0.0,200.0,-1308.3
26873,30.031,7.424,7.604,0.294,0.000,0.000,1357,447,447,3982,0.0,200.0,-1310.5
26901,28.051,0.728,7.358,0.448,0.000,0.000,1363,450,450,4734,0.0,200.0,-1311.7
26936,34.864,8.681,5.743,0.265,0.000,0.000,1369,450,450,4734,0.0,200.0,-1313.5
27043,107.155,62.264,11.936,0.438,0.000,0.000,1330,451,451,4736,0.0,200.0,-1314.8
27067,23.140,1.021,7.363,0.291,0.000,0.000,1336,449,449,4732,0.0,200.0,-1319.8
27115,48.131,0.885,10.576,0.441,0.000,0.000,1342,451,451,4736,0.0,200.0,-1321.0
27141,26.617,1.918,9.706,0.417,0.000,0.000,1348,450,450,4734,0.0,200.0,-1323.4
27190,48.731,1.230,11.051,0.403,0.000,0.000,1354,448,448,5242,0.0,200.0,-1324.7
27214,23.941,1.115,7.829,0.249,0.000,0.000,1360,449,449,5756,0.0,200.0,-1327.2
27263,48.469,0.668,10.969,0.350,0.000,0.000,1366,451,451,6366,0.0,200.0,-1328.3
27370,107.752,63.978,10.803,0.425,0.000,0.000,1330,453,453,6370,0.0,200.0,-1330.8
27394,23.370,1.048,7.558,0.290,0.000,0.000,1336,449,449,6362,0.0,200.0,-1335.8
27432,38.055,0.822,10.453,0.371,0.000,0.000,1342,451,451,6366,0.0,200.0,-1336.9
27462,29.833,7.081,7.777,0.347,0.000,0.000,1348,450,450,6364,0.0,200.0,-1339.1
27491,29.315,0.838,7.939,0.471,0.000,0.000,1354,449,449,6362,0.0,200.0,-1340.3
27524,32.837,8.859,5.882,0.315,0.000,0.000,1360,449,449,6362,0.0,200.0,-1342.2
27552,28.467,0.760,7.159,0.397,0.000,0.000,1366,451,451,6956,0.0,200.0,-1343.4
27588,35.538,2.370,6.095,0.379,0.000,0.000,1371,451,451,6956,0.0,200.0,-1344.9
27694,106.216,56.361,11.415,0.284,0.000,0.000,1330,452,452,6958,0.0,200.0,-1346.6
27723,28.935,0.705,7.049,0.400,0.000,0.000,1336,449,449,6952,0.0,200.0,-1351.6
27765,41.963,19.586,7.589,0.301,0.000,0.000,1342,451,451,6956,0.0,200.0,-1354.0
27816,50.538,1.647,11.734,0.362,0.000,0.000,1348,448,448,5808,0.0,200.0,-1355.2
27854,38.733,1.278,10.704,0.372,0.000,0.000,1354,448,448,7974,0.0,200.0,-1357.7
27883,28.821,6.437,7.534,0.288,0.000,0.000,1360,450,450,7978,0.0,200.0,-1359.9
27914,30.407,0.625,9.098,0.467,0.000,0.000,1366,451,451,8620,0.0,200.0,-1361.1
27995,81.511,52.440,5.885,0.274,0.000,0.000,1330,453,453,8624,0.0,200.0,-1362.9
28018,22.588,0.716,6.922,0.367,0.000,0.000,1336,450,450,8618,0.0,200.0,-1366.7
28067,49.249,1.029,11.417,0.447,0.000,0.000,1342,453,453,8624,0.0,200.0,-1367.8
28090,23.260,0.998,7.420,0.294,0.000,0.000,1348,452,452,8622,0.0,200.0,-1370.3
28139,48.880,0.799,11.500,0.295,0.000,0.000,1354,454,454,8626,0.0,200.0,-1371.5
28162,23.194,0.727,7.647,0.384,0.000,0.000,1360,451,451,8620,0.0,200.0,-1373.9
28211,48.537,0.830,11.181,0.421,0.000,0.000,1366,451,451,8620,0.0,200.0,-1375.1
28235,23.682,0.955,7.797,0.277,0.000,0.000,1371,452,452,9280,0.0,200.0,-1377.5
28290,55.814,29.933,5.938,0.339,0.000,0.000,1330,452,452,9280,0.0,200.0,-1378.7
28316,25.821,0.785,6.925,0.596,0.000,0.000,1336,450,450,9276,0.0,200.0,-1381.5
28362,45.954,3.145,9.616,0.304,0.000,0.000,1342,454,454,9284,0.0,200.0,-1382.9
28395,32.948,2.160,11.530,0.354,0.000,0.000,1348,452,452,7072,0.0,200.0,-1385.1
28443,47.419,24.004,8.535,0.311,0.000,0.000,1354,454,454,10308,0.0,200.0,-1387.8
28478,35.381,0.836,7.667,0.347,0.000,0.000,1360,451,451,10302,0.0,200.0,-1389.1
28508,29.675,6.767,7.974,0.359,0.000,0.000,1366,451,451,10302,0.0,200.0,-1391.1
28538,30.058,0.855,8.535,0.504,0.000,0.000,1371,452,452,10938,0.0,200.0,-1392.3
28619,81.396,35.855,11.494,0.448,0.000,0.000,1330,454,454,10942,0.0,200.0,-1394.1
28642,23.089,0.926,7.278,0.364,0.000,0.000,1336,450,450,10934,0.0,200.0,-1397.9
28690,48.134,0.848,9.930,0.459,0.000,0.000,1342,454,454,10942,0.0,200.0,-1399.1
28723,32.110,1.553,9.219,0.478,0.000,0.000,1348,452,452,10938,0.0,200.0,-1401.5
28758,35.610,2.578,7.519,0.399,0.000,0.000,1354,453,453,10940,0.0,200.0,-1403.2
28782,23.981,0.972,8.055,0.282,0.000,0.000,1360,450,450,10934,0.0,200.0,-1404.9
28829,47.194,0.737,11.218,0.305,0.000,0.000,1366,451,451,10936,0.0,200.0,-1406.1
28854,24.073,1.234,7.938,0.268,0.000,0.000,1371,451,451,10936,0.0,200.0,-1408.4
28910,56.634,34.963,6.317,0.312,0.000,0.000,1330,454,454,11918,0.0,200.0,-1409.6
28937,26.443,0.703,6.795,0.433,0.000,0.000,1336,452,452,11914,0.0,200.0,-1412.5
28980,43.722,6.066,11.465,0.439,0.000,0.000,1342,452,452,9382,0.0,200.0,-1414.0
29004,23.654,1.512,7.276,0.313,0.000,0.000,1348,457,457,14506,0.0,200.0,-1416.0
29052,47.512,0.572,9.188,0.261,0.000,0.000,1354,454,454,14500,0.0,200.0,-1417.1
29075,23.167,0.771,7.404,0.323,0.000,0.000,1360,455,455,14502,0.0,200.0,-1419.5
29124,49.660,0.805,11.396,0.270,0.000,0.000,1366,451,451,14494,0.0,200.0,-1420.7
29154,29.585,0.763,7.702,0.420,0.000,0.000,1371,452,452,14496,0.0,200.0,-1423.2
29196,41.878,19.432,7.590,0.248,0.000,0.000,1371,454,454,15228,0.0,200.0,-1425.6
29253,57.410,35.286,6.438,0.309,0.000,0.000,1330,452,452,15224,0.0,200.0,-1426.7
29282,28.578,0.734,6.907,0.419,0.000,0.000,1336,450,450,15220,0.0,200.0,-1429.6
29316,34.473,4.409,5.818,0.324,0.000,0.000,1342,452,452,15224,0.0,200.0,-1431.2
29340,23.678,1.171,7.715,0.265,0.000,0.000,1348,452,452,15224,0.0,200.0,-1432.8
29383,43.109,0.814,11.545,0.362,0.000,0.000,1354,455,455,15230,0.0,200.0,-1433.9
29413,29.375,6.576,7.812,0.258,0.000,0.000,1360,454,454,15228,0.0,200.0,-1436.4
29455,42.370,0.639,10.105,0.350,0.000,0.000,1366,450,450,15220,0.0,200.0,-1437.6
29484,28.498,5.890,7.712,0.265,0.000,0.000,1371,453,453,15226,0.0,200.0,-1439.9
29536,51.971,1.649,15.376,0.506,0.000,0.000,1371,449,449,15058,0.0,200.0,-1441.1
29607,71.349,36.101,20.319,0.318,0.000,12.000,1332,453,453,21836,0.0,200.0,-1443.7
29648,41.511,0.702,8.026,0.330,0.000,0.000,1338,449,449,21828,0.0,200.0,-1447.3
29677,28.399,6.496,7.048,0.314,0.000,0.000,1344,452,452,21834,0.0,200.0,-1449.6
29725,48.358,0.925,10.619,0.412,0.000,0.000,1350,451,451,21832,0.0,200.0,-1450.8
29886,41.832,0.457,8.997,0.407,0.000,0.000,1356,452,452,21834,0.0,200.0,-1455.8
29909,23.326,1.006,7.385,0.289,0.000,0.000,1362,453,453,22990,0.0,200.0,-1457.9
29972,63.083,41.347,6.843,0.314,0.000,0.000,1327,449,449,22982,0.0,200.0,-1459.1
30022,49.049,0.807,9.655,0.342,0.000,0.000,1333,452,452,22988,0.0,200.0,-1462.2
30044,22.910,0.833,7.096,0.333,0.000,0.000,1339,449,449,22982,0.0,200.0,-1464.7
30086,41.182,0.794,10.096,0.331,0.000,0.000,1345,453,453,22990,0.0,200.0,-1465.8
30118,32.047,10.020,7.260,0.255,0.000,0.000,1351,452,452,22988,0.0,200.0,-1468.3
30149,31.256,0.672,8.740,0.337,0.000,0.000,1357,449,449,22982,0.0,200.0,-1469.5
30181,32.183,7.629,6.024,0.250,0.000,0.000,1363,450,450,22984,0.0,200.0,-1471.4
30207,26.287,0.636,7.325,0.449,0.000,0.000,1369,451,451,22986,0.0,200.0,-1472.7
30300,92.345,46.606,11.286,0.258,0.000,0.000,1330,453,453,21820,0.0,200.0,-1474.1
30330,29.760,1.166,7.471,0.378,0.000,0.000,1336,453,453,25398,0.0,200.0,-1478.6
30365,35.260,1.947,6.212,0.361,0.000,0.000,1342,450,450,25392,0.0,200.0,-1480.1
30388,23.393,1.082,7.286,0.286,0.000,0.000,1348,452,452,25396,0.0,200.0,-1481.9
30439,50.982,0.996,10.088,0.358,0.000,0.000,1354,454,454,25400,0.0,200.0,-1483.0
30462,23.184,0.876,7.146,0.231,0.000,0.000,1360,451,451,25394,0.0,200.0,-1485.6
30510,47.699,0.735,11.087,0.279,0.000,0.000,1366,451,451,25394,0.0,200.0,-1486.7
30537,26.617,0.775,7.497,0.625,0.000,0.000,1371,452,452,26098,0.0,200.0,-1489.1
30631,94.308,47.175,10.746,0.398,0.000,0.000,1330,453,453,26100,0.0,200.0,-1490.6
30654,22.825,0.585,7.334,0.390,0.000,0.000,1336,450,450,26094,0.0,200.0,-1495.2
30690,36.207,0.751,8.680,0.334,0.000,0.000,1342,451,451,26096,0.0,200.0,-1496.3
30719,28.960,6.707,7.451,0.280,0.000,0.000,1348,451,451,26096,0.0,200.0,-1498.4
30749,29.309,0.622,7.220,0.418,0.000,0.000,1354,453,453,26100,0.0,200.0,-1499.6
30782,33.694,7.062,5.796,0.327,0.000,0.000,1360,451,451,26096,0.0,200.0,-1501.3
