timestamp_ms,fps,frame_ms,gc_pause_ms,heap_used_mb,loaded_chunks,meshed_chunks,pending_mesh_jobs,pending_io_jobs,mesh_quads,main_thread_blocked_ms
121,0.00,29.691,17,62,30,0,11,10,0,0
228,0.00,10.611,19,117,100,6,33,10,53923,0
333,0.00,8.634,15,247,190,7,61,10,64733,0
446,0.00,13.040,16,379,280,11,88,10,98837,0
559,0.00,13.884,48,377,340,17,105,10,150693,0
677,0.00,42.708,30,468,420,20,130,10,176028,0
798,0.00,53.016,39,613,490,29,133,10,262655,0
907,0.00,11.298,0,881,580,31,141,10,275744,0
1021,59.00,15.540,43,917,640,36,133,10,318409,0
1146,59.00,76.836,63,992,680,47,124,10,416884,0
1254,59.00,13.535,43,1229,740,52,111,10,453971,0
1433,59.00,97.689,84,1311,800,67,94,10,586921,0
1540,59.00,11.557,47,1484,849,75,85,6,654820,0
1651,59.00,16.737,2,802,891,79,82,6,689757,0
1823,59.00,17.626,61,653,933,85,69,6,727814,0
1931,46.00,21.338,0,1183,969,98,52,6,833895,0
2087,46.00,20.971,114,838,981,106,44,6,908360,0
2202,46.00,22.719,33,1208,1011,111,27,6,938235,0
2331,46.00,28.497,0,1868,1041,125,11,6,1059874,0
2464,46.00,100.000,110,1229,1047,126,8,6,1070609,0
2577,46.00,12.620,57,1511,1071,133,1,6,1129124,0
2716,46.00,40.052,1,875,1095,136,0,6,1147447,0
2828,46.00,29.808,0,883,1119,136,0,6,1147447,0
2944,46.00,30.107,0,897,1143,136,0,6,1147447,0
3057,32.00,29.599,0,905,1167,136,0,6,1147447,0
3171,32.00,28.437,0,913,1191,136,0,6,1147447,0
3292,32.00,29.543,0,921,1215,136,0,6,1147447,0
3409,32.00,30.038,0,961,1239,137,0,6,1153639,0
3526,32.00,29.561,0,969,1263,137,0,6,1153639,0
3649,32.00,31.066,0,971,1280,137,0,0,1153639,0
3763,32.00,29.360,0,973,1280,137,0,0,1153639,0
3893,32.00,35.367,0,1203,1280,147,0,0,1216912,0
4012,33.00,28.696,0,1203,1280,147,0,0,1216912,0
4134,33.00,29.588,0,1203,1280,147,0,0,1216912,0
4255,33.00,29.621,0,1205,1280,147,0,0,1216912,0
4383,33.00,33.285,0,1413,1280,155,0,0,1267960,0
4505,33.00,30.287,0,1413,1280,155,0,0,1267960,0
4632,33.00,30.694,0,1413,1280,155,0,0,1267960,0
4763,33.00,31.434,0,1445,1280,155,6,0,1267960,0
4884,33.00,30.285,0,1561,1280,161,0,0,1302590,0
5017,32.00,30.780,0,1561,1280,161,0,0,1302590,0
5141,32.00,31.463,0,1561,1280,161,0,0,1302590,0
5305,32.00,30.855,67,743,1280,161,5,0,1302590,0
5406,32.00,59.092,0,825,1280,166,0,0,1328982,0
5552,32.00,47.586,0,827,1280,166,0,0,1328982,0
5664,32.00,55.228,0,827,1280,166,0,0,1328982,0
5806,32.00,65.647,0,827,1280,166,0,0,1328982,0
5949,32.00,65.965,0,827,1280,166,0,0,1328982,0
6067,24.00,64.079,0,1039,1280,175,0,0,1381253,0
6215,24.00,48.275,0,1039,1280,175,0,0,1381253,0
6322,24.00,51.740,0,1039,1280,175,0,0,1381253,0
6439,24.00,56.934,0,1041,1286,175,0,0,1381253,0
6552,24.00,57.112,0,1047,1292,175,0,6,1381253,0
6660,24.00,40.354,0,1051,1310,175,0,0,1381253,0
6763,24.00,36.962,0,1243,1310,183,0,0,1426784,0
6894,24.00,32.735,0,1243,1310,183,0,0,1426784,0
6994,24.00,33.421,0,1245,1310,183,0,0,1426784,0
7128,23.00,33.823,0,1245,1310,183,0,0,1426784,0
7233,23.00,36.903,0,1403,1310,188,0,0,1454156,0
7365,23.00,34.970,0,1405,1310,189,0,0,1460245,0
7466,23.00,34.672,0,1405,1310,189,0,0,1460245,0
7569,23.00,33.282,0,1407,1310,189,0,0,1460245,0
7671,23.00,33.007,0,1407,1310,189,0,0,1460245,0
7771,23.00,33.173,0,1437,1310,189,0,0,1460245,0
7875,23.00,33.156,0,1437,1310,189,0,0,1460245,0
7977,23.00,33.263,0,1437,1310,189,0,0,1460245,0
8078,29.00,32.945,0,1437,1310,189,0,0,1460245,0
8181,29.00,33.187,0,1437,1310,189,0,0,1460245,0
8282,29.00,33.085,0,1441,1310,189,0,0,1460245,0
8383,29.00,33.115,0,1441,1310,189,0,0,1460245,0
8485,29.00,32.750,0,1441,1310,189,0,0,1460245,0
8586,29.00,32.831,0,1441,1310,189,0,0,1460245,0
8689,29.00,33.464,0,1443,1313,189,0,0,1460245,0
8793,29.00,36.165,0,1563,1325,193,0,6,1485252,0
8893,29.00,33.807,0,1569,1343,193,0,2,1485252,0
