timestamp_ms,frame_wall_ms,update_ms,upload_ms,render_submit_ms,gpu_ms,gpu_valid,swap_ms,gc_pause_ms,chunks_loaded,chunks_visible,draw_calls,triangles,x,y,z
28830,28.555,0.221,0.000,7.419,15.178,true,20.898,0.000,1338,450,450,18608,0.0,200.0,-1412.9
28865,34.814,0.412,0.000,12.584,24.927,true,21.795,0.000,1344,451,451,18610,0.0,200.0,-1414.3
28888,22.956,0.283,0.001,8.012,21.361,true,14.649,0.000,1350,455,455,18618,0.0,200.0,-1416.1
28940,52.698,1.194,0.000,15.097,19.140,true,36.391,0.000,1356,452,452,16080,0.0,200.0,-1417.2
28964,23.608,0.805,0.000,8.261,45.174,true,14.531,0.000,1362,455,455,19642,0.0,200.0,-1419.8
29013,48.642,0.334,0.000,12.463,19.250,true,35.829,0.000,1368,451,451,19634,0.0,200.0,-1421.0
29036,23.186,0.379,0.001,8.265,44.093,true,14.530,0.000,1373,451,451,19634,0.0,200.0,-1423.5
29085,49.414,0.298,0.000,11.647,19.226,true,37.446,0.000,1373,454,454,20368,0.0,200.0,-1424.6
29148,63.120,37.870,0.000,6.533,45.396,true,18.693,0.000,1332,454,454,20368,0.0,200.0,-1427.1
29170,22.072,0.171,0.000,7.326,17.818,true,14.563,0.000,1338,450,450,20360,0.0,200.0,-1430.2
29220,49.820,0.248,0.001,11.839,18.651,true,37.719,0.000,1344,453,453,20366,0.0,200.0,-1431.3
29243,22.972,0.435,0.000,7.904,44.822,true,14.622,0.000,1350,455,455,20370,0.0,200.0,-1433.8
29292,49.189,0.216,0.002,12.301,19.016,true,36.655,0.000,1356,453,453,20366,0.0,200.0,-1435.0
29316,23.250,0.448,0.000,8.233,44.826,true,14.558,0.000,1362,451,451,20362,0.0,200.0,-1437.4
29359,42.868,0.185,0.000,12.087,19.131,true,30.583,0.000,1368,451,451,20362,0.0,200.0,-1438.6
29381,22.539,0.294,0.000,6.775,38.708,true,15.456,0.000,1373,452,452,21322,0.0,200.0,-1440.8
29444,62.454,37.421,0.000,9.053,15.240,true,15.956,0.000,1332,454,454,21326,0.0,200.0,-1441.9
29466,22.222,0.267,0.000,7.321,15.161,true,14.624,0.000,1338,450,450,21318,0.0,200.0,-1445.0
29528,61.696,10.872,0.000,15.907,18.683,true,34.904,9.000,1344,451,451,19100,0.0,200.0,-1446.1
29558,30.096,0.812,0.000,8.570,41.949,true,20.704,0.000,1350,456,456,22426,0.0,200.0,-1449.2
29592,33.895,0.351,0.000,11.075,25.446,true,22.445,0.000,1356,454,454,22422,0.0,200.0,-1450.7
29761,46.095,0.494,0.000,11.036,21.589,true,34.541,7.000,1362,452,452,22418,0.0,200.0,-1455.7
29784,23.051,0.360,0.000,8.000,40.427,true,14.678,0.000,1368,452,452,23572,0.0,200.0,-1458.0
29847,63.405,41.069,0.000,7.629,19.150,true,14.697,0.000,1332,450,450,23568,0.0,200.0,-1459.2
29889,41.802,0.178,0.001,8.710,18.757,true,32.898,0.000,1338,450,450,23568,0.0,200.0,-1462.3
29912,22.705,0.279,0.000,6.842,38.034,true,15.557,0.000,1344,450,450,23568,0.0,200.0,-1464.4
29941,29.375,0.397,0.000,8.062,14.582,true,20.903,0.000,1350,454,454,23576,0.0,200.0,-1465.6
29977,35.777,0.322,0.000,7.023,25.206,true,28.412,0.000,1356,453,453,23574,0.0,200.0,-1467.0
30000,22.835,0.346,0.000,7.892,27.661,true,14.588,0.000,1362,451,451,23570,0.0,200.0,-1468.8
30043,43.125,0.227,0.000,12.343,19.209,true,30.540,0.000,1368,451,451,23570,0.0,200.0,-1470.0
30066,22.469,0.277,0.000,6.798,38.830,true,15.379,0.000,1373,451,451,23570,0.0,200.0,-1472.1
30132,66.721,44.097,0.000,7.895,15.258,true,14.720,0.000,1332,454,454,24316,0.0,200.0,-1473.3
30166,33.664,0.174,0.000,7.884,18.880,true,25.591,0.000,1338,452,452,24312,0.0,200.0,-1476.6
30194,28.372,1.017,0.000,9.550,30.324,true,17.793,0.000,1344,450,450,20714,0.0,200.0,-1478.3
30220,25.767,0.787,0.000,8.185,18.502,true,16.786,0.000,1350,453,453,25398,0.0,200.0,-1479.7
30271,50.840,0.355,0.000,12.157,21.296,true,38.314,0.000,1356,455,455,25402,0.0,200.0,-1481.0
30294,23.108,0.392,0.000,8.082,42.268,true,14.623,0.000,1362,454,454,25400,0.0,200.0,-1483.5
30343,48.355,0.283,0.000,11.858,19.229,true,36.198,0.000,1368,450,450,25392,0.0,200.0,-1484.7
30366,23.412,0.422,0.000,8.253,44.204,true,14.725,0.000,1373,451,451,25394,0.0,200.0,-1487.1
30416,49.582,0.177,0.000,11.464,19.494,true,37.928,0.000,1373,453,453,26100,0.0,200.0,-1488.3
30484,68.696,45.849,0.000,8.101,45.606,true,14.734,0.000,1332,453,453,26100,0.0,200.0,-1490.8
30525,40.923,0.220,0.000,8.481,19.001,true,32.204,0.000,1338,449,449,26092,0.0,200.0,-1494.2
30549,23.230,0.289,0.000,7.379,37.462,true,15.533,0.000,1344,449,449,26092,0.0,200.0,-1496.2
30574,24.982,0.265,0.000,7.805,14.608,true,16.892,0.000,1350,450,450,26094,0.0,200.0,-1497.4
30624,50.539,0.355,0.000,12.194,21.160,true,37.977,0.000,1356,453,453,26100,0.0,200.0,-1498.6
30647,23.198,0.395,0.000,8.099,42.114,true,14.695,0.000,1362,452,452,26098,0.0,200.0,-1501.2
