timestamp_ms,fps,frame_ms,gc_pause_ms,heap_used_mb,loaded_chunks,meshed_chunks,pending_mesh_jobs,pending_io_jobs,mesh_quads,main_thread_blocked_ms
10985,31.00,30.635,0,1472,1364,212,8,6,1396689,0
11106,31.00,48.721,30,1542,1382,220,0,0,1439413,0
11232,31.00,31.586,0,1542,1382,220,0,0,1439413,0
11362,31.00,33.421,0,1542,1382,220,0,0,1439413,0
11496,31.00,31.776,0,1596,1382,220,1,0,1439413,0
11621,31.00,32.267,0,1624,1382,221,0,0,1444105,0
11752,31.00,33.336,0,1624,1382,221,0,0,1444105,0
11880,31.00,31.391,0,1624,1382,221,0,0,1444105,0
12025,30.00,31.363,44,1350,1382,221,1,0,1444105,0
12146,30.00,31.900,0,1392,1382,222,0,0,1451053,0
12277,30.00,32.127,0,1392,1382,222,0,0,1451053,0
12379,30.00,34.110,0,1392,1382,222,0,0,1451053,0
12481,30.00,34.825,0,1392,1382,222,0,0,1451053,0
12614,30.00,50.799,35,713,1378,225,0,3,1463911,0
12715,30.00,35.173,0,713,1381,225,0,0,1463911,0
12815,30.00,33.726,0,713,1381,225,0,0,1463911,0
12917,30.00,33.731,0,715,1381,225,0,0,1463911,0
13019,28.00,33.278,0,715,1381,225,0,0,1463911,0
13123,28.00,35.463,0,821,1381,227,0,0,1473154,0
13227,28.00,32.954,0,821,1381,227,0,0,1473154,0
13330,28.00,33.376,0,821,1381,227,0,0,1473154,0
13433,28.00,32.682,0,821,1381,227,0,0,1473154,0
13537,28.00,33.584,0,821,1381,227,0,0,1473154,0
13640,28.00,34.218,0,843,1381,227,0,0,1473154,0
13744,28.00,34.226,0,845,1354,227,0,6,1473154,0
13846,28.00,34.490,0,851,1372,227,0,6,1473154,0
13953,29.00,33.341,0,853,1382,227,0,0,1473154,0
14057,29.00,33.140,0,853,1382,227,0,0,1473154,0
14166,29.00,39.311,0,1047,1382,230,0,0,1492981,0
14270,29.00,35.555,0,1047,1382,230,0,0,1492981,0
14376,29.00,34.541,0,1047,1382,230,0,0,1492981,0
14482,29.00,35.166,0,1049,1375,230,0,6,1492981,0
14586,29.00,34.087,0,1049,1382,230,0,0,1492981,0
14693,29.00,35.291,0,1135,1382,231,0,0,1499110,0
14798,29.00,36.037,0,1137,1382,231,0,0,1499110,0
14903,29.00,34.957,0,1137,1382,231,0,0,1499110,0
15008,28.00,35.765,0,1137,1382,231,0,0,1499110,0
15114,28.00,33.146,0,1137,1382,231,0,0,1499110,0
15224,28.00,38.884,0,1285,1382,233,0,0,1513218,0
15329,28.00,34.721,0,1287,1382,233,0,0,1513218,0
15433,28.00,34.392,0,1287,1382,233,0,0,1513218,0
15537,28.00,34.484,0,1287,1382,233,0,0,1513218,0
15643,28.00,35.815,0,1287,1382,233,0,0,1513218,0
15751,28.00,36.379,0,1387,1380,234,0,2,1520959,0
15855,28.00,34.356,0,1387,1382,234,0,0,1520959,0
15963,29.00,35.598,0,1389,1382,234,0,0,1520959,0
16070,29.00,34.031,0,1389,1382,234,0,0,1520959,0
16176,29.00,34.769,0,1389,1382,234,0,0,1520959,0
16307,29.00,34.613,0,1393,1382,234,0,0,1520959,0
16410,29.00,34.569,0,1393,1382,234,0,0,1520959,0
16514,29.00,33.556,0,1393,1382,234,0,0,1520959,0
16618,29.00,33.518,0,1393,1382,234,0,0,1520959,0
16728,29.00,32.216,0,1479,1360,234,2,6,1520959,0
16832,29.00,34.240,0,1595,1378,236,0,3,1537081,0
16932,28.00,33.087,0,1597,1381,236,0,0,1537081,0
17035,28.00,34.233,0,1597,1381,236,0,0,1537081,0
17138,28.00,34.872,0,1597,1381,236,0,0,1537081,0
17242,28.00,32.918,0,1605,1381,236,0,0,1537081,0
17369,28.00,32.092,0,1605,1381,236,0,0,1537081,0
17499,28.00,31.181,0,1607,1381,236,0,0,1537081,0
17602,28.00,34.396,0,1607,1381,236,0,0,1537081,0
17729,28.00,31.309,0,1607,1381,236,0,0,1537081,0
17855,28.00,30.805,0,1607,1381,236,0,0,1537081,0
17988,31.00,33.169,0,1615,1360,236,0,6,1537081,0
18119,31.00,33.341,0,1619,1381,236,0,0,1537081,0
18224,31.00,33.771,0,1681,1381,236,1,0,1537081,0
18341,31.00,29.783,0,1719,1381,237,0,0,1542996,0
18468,31.00,30.695,0,1719,1381,237,0,0,1542996,0
18591,31.00,30.874,0,1719,1381,237,0,0,1542996,0
18714,31.00,30.666,0,1725,1381,237,0,0,1542996,0
18836,31.00,30.301,0,1727,1363,237,0,6,1542996,0
18959,32.00,31.886,0,1731,1382,237,0,0,1542996,0
19079,32.00,29.672,0,1731,1382,237,0,0,1542996,0
19200,32.00,30.547,0,1743,1382,237,0,0,1542996,0
19320,32.00,29.818,0,1743,1382,237,0,0,1542996,0
19439,32.00,29.564,0,1743,1382,237,0,0,1542996,0
19557,32.00,29.789,0,1743,1382,237,0,0,1542996,0
19678,32.00,30.031,0,1747,1361,237,0,6,1542996,0
19797,32.00,29.828,0,1751,1382,237,0,0,1542996,0
19918,32.00,30.090,0,1753,1382,237,0,0,1542996,0
20043,33.00,29.956,0,1789,1382,237,1,0,1542996,0
20154,33.00,28.965,0,1811,1381,238,0,1,1547094,0
20274,33.00,30.083,0,1811,1382,238,0,0,1547094,0
20395,33.00,29.869,0,1811,1382,238,0,0,1547094,0
20520,33.00,30.422,0,1815,1382,238,0,0,1547094,0
20639,33.00,30.148,0,1837,1361,238,0,6,1547094,0
20758,33.00,30.029,0,1861,1382,238,0,0,1547094,0
20877,33.00,30.165,0,1879,1382,238,0,0,1547094,0
20979,33.00,30.808,35,731,1382,238,3,0,1547094,0
21089,33.00,29.389,0,813,1382,241,0,0,1566141,0
21210,33.00,30.183,0,831,1382,241,0,0,1566141,0
21330,33.00,29.938,0,857,1381,241,0,0,1566141,0
21456,33.00,34.487,0,1009,1381,243,0,0,1579356,0
21575,33.00,29.920,0,1027,1381,243,0,0,1579356,0
21696,33.00,29.863,0,1047,1381,243,0,0,1579356,0
21816,33.00,30.110,0,1065,1381,243,0,0,1579356,0
21936,32.00,29.224,0,1129,1381,244,0,0,1583251,0
22057,32.00,29.860,0,1151,1354,244,0,6,1583251,0
22177,32.00,30.081,0,1175,1378,244,0,4,1583251,0
22297,32.00,30.211,0,1195,1382,244,0,0,1583251,0
