timestamp_ms,fps,frame_ms,gc_pause_ms,heap_used_mb,loaded_chunks,meshed_chunks,pending_mesh_jobs,pending_io_jobs,mesh_quads,main_thread_blocked_ms
100,0.00,72.225,7,93,20,0,7,10,0,0
207,0.00,16.270,18,145,80,5,26,10,44930,0
313,0.00,12.577,28,184,160,6,53,10,53923,0
415,0.00,12.598,16,309,250,10,79,10,86786,0
521,0.00,13.151,18,500,330,16,101,10,145356,0
624,0.00,11.405,24,549,400,20,121,10,176680,0
736,0.00,13.305,31,571,470,23,133,10,205695,0
855,0.00,17.704,43,620,520,29,139,10,263307,0
967,57.00,14.285,0,894,610,33,137,10,291711,0
1070,57.00,14.441,42,977,660,39,127,10,348663,0
1172,57.00,14.557,58,957,690,47,126,10,417536,0
1277,57.00,17.458,38,1242,750,52,109,10,454623,0
1430,57.00,87.362,76,1290,800,64,97,10,558894,0
1551,57.00,20.710,47,695,855,74,85,6,647673,0
1658,57.00,14.990,1,1075,897,83,74,6,714955,0
1790,57.00,15.815,83,721,915,85,67,6,727405,0
1892,57.00,21.284,0,1097,951,96,56,6,820637,0
2049,46.00,21.677,95,943,969,103,47,6,883794,0
2163,46.00,20.961,0,1357,1005,111,31,6,938887,0
2264,46.00,25.486,78,1023,1011,114,26,6,963642,0
2376,46.00,28.277,0,1583,1041,125,11,6,1060526,0
2548,46.00,76.947,120,1327,1065,131,5,6,1116194,0
2673,46.00,58.010,2,983,1089,136,0,6,1148099,0
2778,46.00,26.147,0,989,1113,136,0,6,1148099,0
2887,46.00,29.671,0,999,1137,136,0,6,1148099,0
2999,32.00,27.968,0,1013,1161,136,0,6,1148099,0
3112,32.00,27.328,0,1021,1185,136,0,6,1148099,0
3223,32.00,27.440,0,1029,1209,136,0,6,1148099,0
3344,32.00,27.864,0,1095,1233,136,3,6,1148099,0
3460,32.00,29.796,0,1123,1257,139,0,6,1166787,0
3579,32.00,30.377,0,1129,1280,139,0,0,1166787,0
3700,32.00,30.131,0,1129,1280,139,0,0,1166787,0
3825,32.00,32.822,0,1323,1280,143,5,0,1193012,0
3948,34.00,30.634,0,1381,1280,150,0,0,1236492,0
4068,34.00,30.030,0,1383,1280,150,0,0,1236492,0
4188,34.00,30.078,0,1383,1280,150,0,0,1236492,0
4315,34.00,35.318,0,1571,1280,157,0,0,1281320,0
4436,34.00,31.565,0,1571,1280,157,0,0,1281320,0
4561,34.00,30.516,0,1571,1280,157,0,0,1281320,0
4685,34.00,30.284,0,1571,1280,157,0,0,1281320,0
4820,34.00,34.494,70,775,1280,160,0,0,1298007,0
4939,30.00,31.480,0,775,1280,164,0,0,1317974,0
5062,30.00,31.335,0,777,1280,164,0,0,1317974,0
5190,30.00,31.309,0,777,1280,164,0,0,1317974,0
5342,30.00,34.663,0,919,1280,170,0,0,1351536,0
5477,30.00,47.555,0,919,1280,170,0,0,1351536,0
5588,30.00,54.311,0,919,1280,170,0,0,1351536,0
5698,30.00,55.969,0,919,1280,170,0,0,1351536,0
5806,30.00,52.714,0,921,1280,170,0,0,1351536,0
5917,30.00,55.933,0,921,1280,170,0,0,1351536,0
6056,24.00,69.586,0,1077,1280,175,0,0,1381905,0
6204,24.00,48.261,0,1077,1280,175,0,0,1381905,0
6310,24.00,51.263,0,1079,1286,175,0,0,1381905,0
6453,24.00,69.136,0,1085,1298,175,0,6,1381905,0
6570,24.00,32.703,0,1087,1310,175,0,0,1381905,0
6678,24.00,37.649,0,1291,1310,179,0,0,1405280,0
6806,24.00,32.803,0,1291,1310,183,0,0,1427436,0
6906,24.00,32.986,0,1291,1310,183,0,0,1427436,0
7006,25.00,32.756,0,1293,1310,183,0,0,1427436,0
7106,25.00,33.173,0,1293,1310,183,0,0,1427436,0
7211,25.00,37.085,0,1449,1310,189,0,0,1460897,0
7311,25.00,33.295,0,1449,1310,189,0,0,1460897,0
7412,25.00,33.066,0,1451,1310,189,0,0,1460897,0
7515,25.00,33.585,0,1451,1310,189,0,0,1460897,0
7618,25.00,34.747,0,1451,1310,189,0,0,1460897,0
7719,25.00,35.202,0,1499,1310,189,0,0,1460897,0
7821,25.00,33.932,0,1499,1310,189,0,0,1460897,0
7923,25.00,34.498,0,1499,1310,189,0,0,1460897,0
8026,30.00,33.997,0,1499,1310,189,0,0,1460897,0
8128,30.00,33.701,0,1499,1310,189,0,0,1460897,0
8228,30.00,33.931,0,1501,1310,189,0,0,1460897,0
8332,30.00,35.116,0,1501,1310,189,0,0,1460897,0
8434,30.00,34.400,0,1503,1310,189,0,0,1460897,0
8536,30.00,34.933,0,1503,1310,189,0,0,1460897,0
8639,30.00,34.737,0,1505,1307,189,0,6,1460897,0
8742,30.00,36.334,0,1619,1325,193,0,6,1485904,0
8842,30.00,33.766,0,1625,1343,193,0,2,1485904,0
8945,29.00,33.752,0,1625,1345,193,0,0,1485904,0
9048,29.00,33.656,0,1625,1345,193,0,0,1485904,0
9150,29.00,33.565,0,1625,1345,193,0,0,1485904,0
9253,29.00,34.363,0,1727,1345,197,0,0,1508253,0
9355,29.00,32.887,0,1727,1345,197,0,0,1508253,0
9459,29.00,33.674,0,1733,1352,197,0,6,1508253,0
9575,29.00,33.394,88,903,1358,197,0,6,1508253,0
9696,29.00,33.820,0,907,1365,197,0,0,1508253,0
9806,29.00,37.748,0,1043,1365,201,0,0,1538206,0
9941,27.00,33.473,0,1043,1365,201,0,0,1538206,0
10041,27.00,35.172,0,1043,1365,201,0,0,1538206,0
10141,27.00,34.325,0,1045,1365,201,0,0,1538206,0
10242,27.00,33.073,0,1045,1365,201,0,0,1538206,0
10345,27.00,34.249,0,1095,1365,201,0,0,1538206,0
10447,27.00,33.049,0,1095,1365,201,0,0,1538206,0
10548,27.00,32.917,0,1095,1365,201,0,0,1538206,0
10650,27.00,33.745,0,1095,1365,201,0,0,1538206,0
10752,27.00,34.697,0,1095,1365,201,0,0,1538206,0
10857,27.00,65.107,47,560,1365,201,0,0,1538206,0
10963,28.00,34.055,0,562,1368,201,0,0,1538206,0
11067,28.00,34.271,0,566,1366,201,0,6,1538206,0
11172,28.00,35.885,0,570,1382,201,0,0,1538206,0
11273,28.00,33.894,0,570,1382,201,0,0,1538206,0
11386,28.00,38.844,0,724,1382,207,0,0,1570933,0
11487,28.00,34.459,0,724,1382,207,0,0,1570933,0
11592,28.00,35.485,0,724,1382,207,0,0,1570933,0
11697,28.00,33.940,0,724,1382,207,0,0,1570933,0
11802,28.00,34.904,0,724,1382,207,0,0,1570933,0
11913,28.00,39.200,0,828,1382,210,0,0,1585622,0
12013,29.00,34.680,0,828,1382,210,0,0,1585622,0
12121,29.00,35.879,0,828,1382,210,0,0,1585622,0
12225,29.00,34.536,0,828,1382,210,0,0,1585622,0
12332,29.00,34.545,0,828,1382,210,0,0,1585622,0
12438,29.00,36.255,0,856,1382,210,0,0,1585622,0
12545,29.00,35.480,0,858,1366,210,0,6,1585622,0
12648,29.00,36.067,0,862,1382,210,0,0,1585622,0
12755,29.00,35.065,0,862,1382,210,0,0,1585622,0
12864,29.00,35.733,0,862,1382,210,0,0,1585622,0
12981,28.00,39.893,0,946,1382,213,0,0,1598480,0
13086,28.00,36.204,0,946,1382,213,0,0,1598480,0
13197,28.00,36.235,0,946,1382,213,0,0,1598480,0
13304,28.00,35.915,0,946,1382,213,0,0,1598480,0
13415,28.00,35.893,0,946,1382,213,0,0,1598480,0
13529,28.00,37.391,0,1006,1382,215,0,0,1607723,0
13637,28.00,36.789,0,1006,1382,215,0,0,1607723,0
13749,28.00,35.972,0,1008,1355,215,0,6,1607723,0
13860,28.00,38.894,0,1014,1373,215,0,6,1607723,0
13972,27.00,36.536,0,1014,1382,215,0,0,1607723,0
14089,27.00,41.188,0,1112,1382,218,0,0,1627550,0
14197,27.00,37.132,0,1112,1382,218,0,0,1627550,0
14309,27.00,38.422,0,1112,1382,218,0,0,1627550,0
14422,27.00,37.580,0,1112,1382,218,0,0,1627550,0
14535,27.00,37.185,0,1114,1381,218,0,1,1627550,0
14654,27.00,42.791,0,1174,1382,219,0,0,1633679,0
14760,27.00,36.444,0,1174,1382,219,0,0,1633679,0
14875,27.00,38.345,0,1174,1382,219,0,0,1633679,0
14986,27.00,36.454,0,1174,1382,219,0,0,1633679,0
15100,27.00,37.019,0,1174,1382,219,0,0,1633679,0
15215,27.00,40.550,0,1256,1382,221,0,0,1647787,0
15323,27.00,37.456,0,1256,1382,221,0,0,1647787,0
15437,27.00,38.793,0,1256,1382,221,0,0,1647787,0
15549,27.00,36.825,0,1258,1382,221,0,0,1647787,0
15663,27.00,37.226,0,1260,1367,221,0,6,1647787,0
15777,27.00,39.595,0,1330,1382,222,0,0,1655528,0
15890,27.00,37.094,0,1330,1382,222,0,0,1655528,0
16004,26.00,39.784,0,1330,1382,222,0,0,1655528,0
16116,26.00,37.626,0,1330,1382,222,0,0,1655528,0
16227,26.00,37.220,0,1330,1382,222,0,0,1655528,0
16340,26.00,37.199,0,1336,1382,222,0,0,1655528,0
16446,26.00,36.360,0,1336,1382,222,0,0,1655528,0
16558,26.00,36.378,0,1336,1382,222,0,0,1655528,0
16672,26.00,37.505,0,1338,1349,222,0,6,1655528,0
16780,26.00,37.774,0,1344,1367,222,0,6,1655528,0
16901,26.00,40.569,0,1462,1382,224,0,0,1671650,0
17007,27.00,35.689,0,1462,1382,224,0,0,1671650,0
17115,27.00,35.566,0,1462,1382,224,0,0,1671650,0
17223,27.00,35.376,0,1462,1382,224,0,0,1671650,0
17328,27.00,36.569,0,1464,1382,224,0,0,1671650,0
17440,27.00,37.788,0,1490,1382,225,0,0,1678259,0
17545,27.00,36.077,0,1490,1382,225,0,0,1678259,0
17652,27.00,34.659,0,1492,1382,225,0,0,1678259,0
17756,27.00,36.089,0,1492,1382,225,0,0,1678259,0
17860,27.00,33.851,0,1492,1382,225,0,0,1678259,0
17986,28.00,34.781,51,765,1349,225,1,6,1678259,0
18107,28.00,34.373,0,773,1373,228,0,6,1697986,0
18208,28.00,33.398,0,773,1382,228,0,0,1697986,0
18309,28.00,32.232,0,773,1382,228,0,0,1697986,0
18410,28.00,33.773,0,775,1382,228,0,0,1697986,0
18513,28.00,35.966,0,839,1382,231,0,0,1716088,0
18641,28.00,33.261,0,841,1382,231,0,0,1716088,0
18775,28.00,33.703,0,841,1382,231,0,0,1716088,0
18907,28.00,34.033,0,847,1381,231,0,1,1716088,0
19008,29.00,33.673,0,879,1382,232,0,0,1722248,0
19134,29.00,31.998,0,881,1382,232,0,0,1722248,0
19265,29.00,32.694,0,881,1382,232,0,0,1722248,0
19395,29.00,31.750,0,881,1382,232,0,0,1722248,0
19523,29.00,32.604,0,885,1382,232,0,0,1722248,0
19650,29.00,30.624,0,887,1355,232,0,6,1722248,0
19781,29.00,33.353,0,893,1379,232,0,3,1722248,0
19908,29.00,30.894,0,893,1382,232,0,0,1722248,0
20039,31.00,31.575,0,941,1382,234,0,0,1730334,0
20167,31.00,33.786,0,945,1381,234,0,1,1730334,0
20288,31.00,30.525,0,945,1382,234,0,0,1730334,0
20417,31.00,30.618,0,945,1382,234,0,0,1730334,0
20543,31.00,31.122,0,953,1382,234,0,0,1730334,0
20669,31.00,30.964,0,977,1367,234,0,6,1730334,0
20790,31.00,31.049,0,999,1382,234,0,0,1730334,0
20893,31.00,32.603,0,1095,1382,234,0,0,1730334,0
21013,32.00,30.794,0,1113,1382,237,0,0,1749381,0
21138,32.00,31.186,0,1131,1382,237,0,0,1749381,0
21264,32.00,33.655,0,1155,1369,237,0,6,1749381,0
21393,32.00,35.136,0,1267,1381,240,0,0,1769427,0
21514,32.00,32.069,0,1285,1381,240,0,0,1769427,0
21637,32.00,30.354,0,1305,1381,240,0,0,1769427,0
21762,32.00,30.840,0,1323,1381,240,0,0,1769427,0
21887,32.00,33.234,0,1367,1381,241,0,0,1773322,0
22011,32.00,31.440,0,1387,1381,241,0,0,1773322,0
22135,32.00,30.431,0,1411,1366,241,0,6,1773322,0
22261,32.00,30.900,0,1433,1382,241,0,0,1773322,0
22452,32.00,32.578,59,749,1382,245,0,0,1802835,0
22566,32.00,30.834,0,769,1382,245,0,0,1802835,0
22691,32.00,30.891,0,789,1382,245,0,0,1802835,0
22849,32.00,32.502,29,771,1382,245,0,0,1802835,0
22957,29.00,30.861,2,553,1358,246,0,6,1809618,0
23088,29.00,32.955,0,577,1382,246,0,0,1809618,0
23214,29.00,31.099,0,597,1382,246,0,0,1809618,0
23319,29.00,31.447,0,723,1382,246,3,0,1809618,0
23443,29.00,30.560,0,771,1382,250,0,0,1839233,0
23573,29.00,33.727,0,791,1382,250,0,0,1839233,0
23701,29.00,31.338,0,811,1382,250,0,0,1839233,0
23801,29.00,31.698,0,913,1343,250,2,6,1839233,0
23927,31.00,31.727,0,929,1355,252,0,6,1854987,0
24055,31.00,31.203,0,937,1379,252,0,1,1854987,0
24185,31.00,33.248,0,937,1380,252,0,0,1854987,0
24290,31.00,31.655,0,1021,1380,252,7,0,1854987,0
24413,31.00,31.156,0,1119,1380,260,0,0,1902191,0
